725	7	9.5
765	10	20
805	20	15
840	27	10
870	24	8.5
895	28	9
920	48	9
950	42.5	15
985	52	10
1025	65	12
1065	62	12
1105	70	15
1145	72.5	15
1185	64	14.5
1225	68	16
