720	-7.5	0.9   
740	-8.5	1.1
760	-9.0	1.25
800	-10.5	1.5
820	-10.6	1.5
850	-12.0	1.8
870	-11.5	1.45
900	-12.7	2.1
950	-15.6	2.3
1000	-16.2	2.75
1050	-18.0	2.9	
1100	-19.3	3.2 
