825	29.40410213	1.894834185
835	34.01201201	2.228195809
845	38.91652891	2.496242007
855	35.72966655	1.791035736
865	39.56188729	2.307172841
875	38.74212146	1.725572531
885	38.00201681	1.946905112
895	39.94713241	2.719424943
905	36.60044179	2.422099617
915	41.81453825	2.364879657
925	41.33976003	2.433490554
935	41.44866192	2.60072574
945	43.93371623	3.032815988
965	46.34140999	2.386766914
985	47.31875957	2.205091508
1010	51.53722081	2.244226686
1030	52.42337824	2.32720921
1070	55.07412739	2.270780419
1110	58.47058452	2.331293169
1150	60.25092161	2.249725852
1190	64.49659518	1.185937295
1230	69.66274051	2.963162735
1270	75.51697333	3.085894015
1310	84.13176655	4.605245998
1330	85.27646974	3.037633418
1350	94.65209907	2.610188802
1370	98.47858721	2.528614957
1390	106.5136006	2.132434823
1410	115.221292	1.942195346
1430	126.1794314	1.901803733
1450	130.6115778	1.805929174
1470	137.824867	1.729574794
1490	147.585224	1.452733797
1510	151.2070065	1.552387313
1530	152.3553197	1.667946986
1550	156.3094575	1.528533659
1580	164.7203633	4.422737745
1620	164.5095537	3.824425451
1740	12.77615755	1.232426669
1780	18.67449793	2.182055753
1820	21.16604808	2.934865934
1860	36.67092579	3.821762497
1920	62.71792248	3.694436363
1960	150.2700959	3.556141813
2000	176.2224074	5.893958217
2040	177.3291334	3.393025848
2080	178.1430014	4.701778657
2120	182.6449191	3.164098255
2160	188.0033838	3.760946151
2200	185.2361022	8.549166691
2240	184.5784545	7.861958733
2280	185.2679081	5.567250054
