725	-12.5	15
765	2	16
805	-13	16
840	-12	15
870	15	13
895	-28	14
920	-5	8
950	-18	16
985	-18	11
1025	-4	16
1065	-2	15
1105	-14	15
1145	-17	17
1185	-24	17
1225	-28	19
