730    -10.0   0.5   
820    -14.5   1.5
900    -16.5   1.5
940    -17.0   0.6
980    -18.0   1.2
1020    -18.5   1.0
1060    -18.2   0.7
1100    -21.4   0.5
1140    -21.1   0.5
1180    -22.4   0.5
1220    -23.5   0.6
1260    -23.9   0.7
1300    -23.8   0.7
1340    -26.4   0.7
1380    -25.0   0.9
1440    -27.4   0.6
1520    -26.7   0.7
1600    -25.6   1.0
1720    -22.8   1.0
