650   19.63   8.68
725   15.22   5.93
775   29.55   3.98
820   36.74   4.63
860   41.10   5.02
900   48.28   3.75
940   49.06   3.96
980   57.27   4.36
1025  46.63   5.05
1075  68.46   5.55
1175  77.32   5.46
