730     6      0.9
780     10     0.7
820     14     0.5
845     23.9   0.5
855     28.3   0.5
865     39.5   0.5
875     49.6   0.6
885     70.6   1.1
895     96.2   1.5
905     108.3  1.3
915     122.4  0.8
925     134.6  0.7
935     140.4  0.6
945     147.4  0.6
955     150.9  0.7
980     157    0.3
1020    162.9  0.4
1060    165.9  0.4
1100    167.5  0.5
1140    168.5  0.6
1180    168.0  0.2
1190    168.0  0.2
1200    168.0  0.2
1210    168.0  0.2
1220    168.8  1.6
1270    168.8  0.6
