730	19.84994982	2.988799069
780	25.98509292	2.585831803
820	37.54058971	1.578499633
845	34.26509036	1.663007436
855	37.67467717	1.619169293
865	35.36241127	2.040178507
875	35.2826431	1.929329952
885	35.96706765	1.58066838
895	36.47921095	1.765365707
905	31.98739836	1.513840172
915	30.93441882	1.790725981
925	34.21215281	1.914183978
935	37.62195995	1.940837227
945	39.22436164	2.113138439
955	42.70716033	1.704835218
980	43.91581199	1.567771365
1020	48.41361794	1.612027634
1140	61.26102794	1.041720037
1180	66.5888941	1.946247835
1220	69.58831042	1.117980606
1260	71.55731943	5.192737786
1300	88.35317493	2.322395862
1340	94.48364916	3.351958016
1380	100.3290138	2.409880192
1420	120.4510033	1.152510579
1460	139.428091	1.016799211
1500	157.0006755	1.3841534
1750	190.8876707	2.492566982
