991.4	169.7	70
1018.2	156.4	61
1045.5	161.2	53
1070	163.6	56
1091	169.7	51
1111	172.1	19
1136.4	178.2	12
1161	181.8	12
1188	174.5	8.7
1206	200.	13.2
