χ²,L1,L2,L3,L4,L5,L6,L7,L8
378.4014417705874,0.0005477218877766196,0.0010703871635445806,-0.0027651481673514524,-0.00019740522258214285,0.0009718101253682458,7.0e-5,-0.001188104427852141,0.0015053194648981855
379.40142903718856,0.0005648674018772294,0.0010975787500652476,-0.002790982631902474,-0.00019022625868775112,0.0006641841548995985,7.0e-5,-0.0011343435839216882,0.0013412476045682742
379.4014284529713,0.0005323451621255483,0.0010411729592498188,-0.0027414223101734133,-0.00019903774262892274,0.0012918945723003786,7.0e-5,-0.0012329185130799426,0.0016663031227898413
379.4015011692565,0.0005632769975066244,0.0011001193504532106,-0.0027896026451866038,-0.00019587593605267697,0.0006330192539214031,7.0e-5,-0.0011376518487761615,0.001332279928086125
379.40152638055474,0.0005608643639457517,0.001091908345916089,-0.0027988741469210064,-0.0001917276362811093,0.0004347901054054633,7.0e-5,-0.0010690172060122756,0.0012128869809764616
379.4014590752924,0.0005344246455405606,0.0010496380336352028,-0.002731734133941702,-0.00020421969064185572,0.0014922076052600274,7.0e-5,-0.0013028854989328759,0.0017860745805907247
379.4014438042112,0.0005385845395745708,0.0010679846339052817,-0.002752385110718834,-0.00021590326001482977,0.0010840023119368506,7.0e-5,-0.0012367774623067965,0.0015850827941715439
379.40144136342974,0.0005557550483489999,0.0010736808672009224,-0.0027775945873993865,-0.00018357055818570383,0.000864998592538718,7.0e-5,-0.0011457817837587573,0.0014317839042943467
379.40145183015966,0.0005391922183522599,0.0010543018547659406,-0.0027352421598460367,-0.00020059173711990729,0.0015527770894599741,7.0e-5,-0.0013170760769905415,0.001815439454349007
379.40144213706253,0.0005428991106096226,0.0010632470646220467,-0.002744889790328245,-0.0002016622863278315,0.0013652859755155123,7.0e-5,-0.001377402411254485,0.0018116161231532097
379.4015660261298,0.0005525215131247147,0.0010779174566362707,-0.002786246592370876,-0.00019371094495179171,0.0005594700332149065,7.0e-5,-0.0009960635749970306,0.0011904434259027864
379.4015873769141,0.0005557699448862021,0.001084841322894306,-0.0027935722501512784,-0.00019386630761254503,0.0004295438288727044,7.0e-5,-0.0010132092553015004,0.0011606779493920994
379.40163262585145,0.0005648674018772294,0.0010975880880545862,-0.0027911793741212136,-0.00019023059120048497,0.0006601998975580146,7.0e-5,-0.001133635054323627,0.0013396089452305821
379.4014819495235,0.0005608296003633908,0.0010917615472777623,-0.0027988741469210064,-0.0001916548318484896,0.000435229248089785,7.0e-5,-0.001068711225617513,0.0012129310757794693
379.40143668608954,0.0005648674018772294,0.0010976023729203175,-0.0027910029886353757,-0.00019025017423650117,0.0006634504606288026,7.0e-5,-0.0011340098795063903,0.0013406371771099788
379.40144325786343,0.000534475401490466,0.0010496893553259626,-0.002731734133941702,-0.00020413742391411175,0.0014923227961934605,7.0e-5,-0.0013027494599161444,0.0017859713955141149
379.4014510760045,0.0005386089430967249,0.0010680365696548867,-0.0027524365530508512,-0.00021590326001482977,0.001082991231871103,7.0e-5,-0.0012364870877956298,0.0015844830128941187
379.40145394343546,0.0005478556637788884,0.0010834537803072928,-0.0027659959797901963,-0.00021291521214957332,0.0009250481810682678,7.0e-5,-0.0012123098602354096,0.001502841053126718
379.40144264207794,0.0005555084781559417,0.0010934430898309941,-0.002777177267871306,-0.0002069264973016801,0.0007971113402219815,7.0e-5,-0.0011854318236260639,0.0014316861536163004
379.40148137442935,0.0005557349846529931,0.0010736396958021717,-0.0027774426507124555,-0.00018357055818570383,0.0008677934489548469,7.0e-5,-0.0011461531677862888,0.001432954852389321
379.4014283713471,0.0005465371778554046,0.0010573864972331587,-0.002763694822252243,-0.00018543879844765232,0.001034789141702346,7.0e-5,-0.0011708532613612561,0.001519024868716119
379.4014746114412,0.0005385555267889487,0.0010463350723954135,-0.0027516504444062883,-0.00019037673504257511,0.0011654189055754077,7.0e-5,-0.0011964015917225999,0.0015904791661246736
379.40152554122915,0.0005354595079291704,0.0010546348929889942,-0.0027611567758407053,-0.00020489654048552448,0.0008225091269038834,7.0e-5,-0.001138106503035853,0.0014215754345389383
379.4014675117579,0.0005648674018772294,0.001097602725488782,-0.0027909975918376396,-0.00019026184115179755,0.0006637074098883126,7.0e-5,-0.0011348130060935924,0.0013415236512067513
379.40149813254976,0.0005392041203164162,0.0010543365827202203,-0.0027352421876225687,-0.00020060105984015495,0.0015527770894599741,7.0e-5,-0.0013164873525968847,0.001815018198101888
379.40151543834565,0.0005303541288443159,0.001044749797596125,-0.0027394528795850323,-0.00020687838815159262,0.001260523450721333,7.0e-5,-0.0012399304677204912,0.0016593664905878045
379.40145632893916,0.0005428999981474178,0.0010632184487537105,-0.0027448530740192397,-0.0002016513184701259,0.001366746517453606,7.0e-5,-0.001377402411254485,0.0018121395755507945
379.40152680811684,0.0005613337858293917,0.0010917087603879013,-0.00277712750093055,-0.00019246676173322253,0.0009305680688924401,7.0e-5,-0.0012564448284938235,0.0015434848165848782
379.4014505218891,0.0005558042359176722,0.0010848868141384732,-0.0027936370261279196,-0.00019383894689367292,0.00042862709467345023,7.0e-5,-0.0010132785689497264,0.0011606779493920994
379.40143084212303,0.0005648674018772294,0.0010975939830097287,-0.0027910071414384485,-0.0001902462967759813,0.000663684320736392,7.0e-5,-0.00113417225003344,0.0013409028431288748
379.40146074420875,0.0005608785076590534,0.0010918239678730532,-0.0027988741469210064,-0.0001916289083775849,0.0004362461881031934,7.0e-5,-0.0010694143005813169,0.0012139142997897054
379.40141980016466,0.0005344468790488366,0.0010496146416570464,-0.002731734133941702,-0.00020413134843065523,0.0014922779591330442,7.0e-5,-0.001302375397811482,0.001785629165747981
379.40140786930783,0.0005305837487588721,0.0010434779864617022,-0.002739077424116746,-0.00020568979285631148,0.0012981064450586438,7.0e-5,-0.0012455274954529625,0.0016775025142594675
379.40150983047835,0.0005315634505615615,0.0010506276704986038,-0.002741161608320449,-0.00021177602281951537,0.001247707230989139,7.0e-5,-0.001250045590359092,0.0016602321849895287
379.40144786978084,0.0005386089304996956,0.0010680357389201078,-0.002752442547452117,-0.00021590326001482977,0.0010830618715134753,7.0e-5,-0.0012364861915781327,0.0015844955656561948
379.4014340902232,0.0005503157193088083,0.0010874267262293656,-0.002770192322090481,-0.0002112164795837464,0.0008528546448941648,7.0e-5,-0.0011980290570539176,0.0014643793238236379
379.40149746604646,0.0005570408354319462,0.0010957029854899813,-0.002780211678491213,-0.00020511274731321885,0.0007318151580227176,7.0e-5,-0.0011709841303555063,0.0013964471044534345
379.4014429374603,0.0005557353355015632,0.0010736413460962764,-0.0027775255033893674,-0.00018357055818570383,0.0008660601595134132,7.0e-5,-0.001146054067170358,0.001432394811826969
379.40144421858685,0.0005456857406180234,0.0010557074488223737,-0.0027618594120919064,-0.00018583964146394469,0.0010731525676660417,7.0e-5,-0.0011786733738387701,0.0015395367124269306
379.4014469229233,0.0005582626002453417,0.0010907284154833732,-0.002766951781822689,-0.0001984169507049501,0.0010947976916207578,7.0e-5,-0.0012453571124276573,0.0015816030672086995
379.40147815115813,0.000539160990800505,0.001054274358595616,-0.0027352305415926062,-0.00020062998916772163,0.0015527770894599741,7.0e-5,-0.0013174187688351424,0.0018157638769516807
379.4014692674523,0.0005334472812384041,0.0010432506089200339,-0.002750635329162607,-0.00019801722707344591,0.0010895382194189306,7.0e-5,-0.0011820484960092107,0.0015545605004763045
379.40137708027925,0.0005623460067412813,0.0010989053070975781,-0.002784186282120871,-0.0001970154813879546,0.0007426485532135926,7.0e-5,-0.0011927186392043125,0.0014192079861505122
379.401473455687,0.0005598799710395923,0.0010948667248846721,-0.0027765885166502638,-0.00019841612519487037,0.0008803885406023253,7.0e-5,-0.0012519099124628302,0.0015207379000338913
379.4014053046358,0.0005325952472229518,0.0010421804670920276,-0.0027383252666175555,-0.00019998702951823727,0.0013663274429263936,7.0e-5,-0.0012791876545992667,0.0017325719712297546
379.40145574868893,0.000555830375392352,0.001084919090083268,-0.0027936486141769013,-0.00019382214910681927,0.00042887239557761446,7.0e-5,-0.001013295821658102,0.0011606779493920994
379.4014520281173,0.00056328389755704,0.0011001193504532106,-0.0027894936356803327,-0.0001958491787247283,0.000635082509327312,7.0e-5,-0.00113875436554126,0.0013339244122577505
379.4014439411786,0.0005552186833462345,0.0010903168100843729,-0.002790703298266973,-0.00020281644049128175,0.0005080527311317319,7.0e-5,-0.0011006674219001871,0.0012655975102664786
379.40141075750284,0.0005493701707360675,0.0010844799929992542,-0.002778792257664714,-0.00020977825770375022,0.0006729579514448599,7.0e-5,-0.001144896186934796,0.0013616105098946925
379.40150461716996,0.0005438138430890223,0.0010770268840038092,-0.0027659484051006135,-0.00021419304086817446,0.0008667204039463795,7.0e-5,-0.001189792268072544,0.0014681589597693987
379.4014540679848,0.0005385962868074934,0.001068007458190138,-0.002752475097802565,-0.00021590326001482977,0.0010822801809735744,7.0e-5,-0.0012363050862071576,0.0015841310235641002
