mpipi,delta00
0.27607797333333334,NaN
0.27707797333333334,1.0747391204708785
0.27807797333333334,1.530601902888351
0.27907797333333334,1.8877326953496252
0.28007797333333334,2.194982155474424
0.28107797333333334,2.471130706142641
0.28207797333333334,2.7257418666829256
0.28307797333333334,2.964457638848671
0.28407797333333334,3.190929218875953
0.28507797333333335,3.407675822390666
0.28607797333333335,3.6165195969050656
0.28707797333333335,3.818827162182384
0.28807797333333335,4.0156534072303485
0.28907797333333335,4.20783187944027
0.29007797333333335,4.39603414457001
0.29107797333333335,4.580810200563308
0.29207797333333335,4.762616837040252
0.29307797333333335,4.941838054819021
0.29407797333333335,5.1188000982874255
0.29507797333333335,5.293782737820659
0.29607797333333336,5.4670278827894725
0.29707797333333336,5.638746256470388
0.29807797333333336,5.809122638929721
0.29907797333333336,5.978320035082836
0.30007797333333336,6.1464830245638
0.30107797333333336,6.313740480758915
0.30207797333333336,6.48020779777618
0.3030779733333333,6.645988729503723
0.3040779733333333,6.811176919876911
0.3050779733333333,6.975857185127064
0.3060779733333333,7.14010659517126
0.3070779733333333,7.30399539108605
0.3080779733333333,7.467587767858988
0.3090779733333333,7.630942545676681
0.3100779733333333,7.794113748421075
0.3110779733333333,7.95715110446964
0.3120779733333333,8.12010048208555
0.3130779733333333,8.283004269459758
0.3140779733333333,8.44590170769374
0.3150779733333333,8.60882918358906
0.3160779733333333,8.77182048796092
0.3170779733333333,8.934907044259967
0.3180779733333333,9.098118111524432
0.3190779733333333,9.261480965059164
0.3200779733333333,9.425021057721894
0.3210779733333333,9.588762164268816
0.3220779733333333,9.752726510855648
0.3230779733333333,9.916934891491735
0.3240779733333333,10.081406772994692
0.3250779733333333,10.246160389782062
0.3260779733333333,10.411212829657574
0.3270779733333333,10.57658011159828
0.32807797333333333,10.742277256419209
0.32907797333333333,10.908318351081961
0.33007797333333333,11.074716607318646
0.33107797333333333,11.24148441516122
0.33207797333333333,11.408633391895654
0.33307797333333333,11.576174426899916
0.33407797333333333,11.74411772277137
0.33507797333333333,11.912472833103909
0.33607797333333334,12.081248697234521
0.33707797333333334,12.250453672244333
0.33807797333333334,12.42009556246846
0.33907797333333334,12.590181646741936
0.34007797333333334,12.76071870358544
0.34107797333333334,12.931713034513566
0.34207797333333334,13.103170485630113
0.34307797333333334,13.275096467658065
0.34407797333333334,13.447495974538095
